pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2025-06-22,91.6,2.27,6.25,"Schwarber, Kyle",656941,656849,,called_strike,,,,,2,Called Strike,R,L,L,PHI,NYM,S,,,0,0,2025,0.4,0.97,0.02644456894551110,2.9281120193547700,,,,1,1,Bot,,,,,,,-6.650677258936170,-133.21539750513200,-4.70528615576096,6.149764579157280,27.36988410947390,-19.807139335334000,3.39,1.5,,,,93.5,2063,7.4,777405,620443,624413,682668,677595,596019,607043,621438,665742,53.14,,,,,,,,6,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,141,-0.002,-0.039,,,,0.039,,0,0,0.526,0.526,29,32,30,32,1,0,5,1,5,2,1.74,0.4,0.4,39.4,,,,,
SL,2025-06-21,89.3,-1.18,5.88,"Schwarber, Kyle",656941,656288,strikeout,swinging_strike,,,,,14,Kyle Schwarber strikes out swinging.,R,L,R,PHI,NYM,S,2,,3,2,2025,-0.07,-0.26,0.39418657960656600,1.2994593119499500,,607208,,0,5,Bot,,,,,,,3.9915864697522400,-130.10699566734800,-4.7741311621282500,-1.5599797066208900,24.275856379177500,-34.463599988420400,3.35,1.52,,,,89.2,2693,5.9,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.56,,0,0,1,0,0,,43,8,Slider,3,5,3,5,5,3,3,5,Infield shade,Standard,36,-0.066,-0.386,82.3,8.2,,0.386,,-2,-2,0.38,0.38,29,32,29,32,3,2,6,1,5,1,3.09,0.07,-0.07,42.8,20.312955259169400,-16.541482646149800,40.07846524728500,29.03631407255490,34.79474216345570
SL,2025-06-21,89.2,-1.2,5.81,"Schwarber, Kyle",656941,656288,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,PHI,NYM,B,,,2,2,2025,0.49,-0.37,1.0221424620165200,-0.7704177819329340,,607208,,0,5,Bot,,,,,,,4.405901764017490,-129.62541754749300,-9.353075789844190,4.682493290572580,25.786587992747400,-34.663513217947300,3.18,1.51,,,,89,2834,6.1,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.37,,,,,,,,43,7,Slider,3,5,3,5,5,3,3,5,Infield shade,Standard,27,0.014,0.1,,,,-0.1,,-2,-2,0.366,0.366,29,32,29,32,3,2,6,1,5,1,3.23,-0.49,0.49,46.6,,,,,
CH,2025-06-21,90.7,-1.14,5.76,"Schwarber, Kyle",656941,656288,,foul,,,,,6,Foul,R,L,R,PHI,NYM,S,,,2,2,2025,-0.59,0.36,0.7144832358273870,2.2909941505169300,,607208,,0,5,Bot,,,,,,,5.851321202917730,-131.89278959445200,-3.4665877989209000,-8.129037508912890,29.274887779170100,-27.376772645435100,3.35,1.52,15,78.6,-7,89.8,1242,5.9,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.61,,,,,,,,43,6,Changeup,3,5,3,5,5,3,3,5,Infield shade,Standard,254,0,0,76.8,7.5,,0,88.0,-2,-2,0.366,0.366,29,32,29,32,3,2,6,1,5,1,2.42,0.59,-0.59,41.4,9.700374501555990,-11.961571247707700,37.16988629856170,25.88530518366470,30.361289728397000
SL,2025-06-21,88.3,-1.11,5.75,"Schwarber, Kyle",656941,656288,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,PHI,NYM,B,,,1,2,2025,0.49,-0.3,1.201774046273620,0.0411123936255855,,607208,,0,5,Bot,,,,,,,4.579618196074150,-128.4364497061030,-7.162744177291520,4.606366571568060,25.10071161873430,-34.34115086212390,3.16,1.52,,,,88,2821,6,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.49,,,,,,,,43,5,Slider,3,5,3,5,5,3,3,5,Infield shade,Standard,32,0.008,0.045,,,,-0.045,,-2,-2,0.358,0.358,29,32,29,32,3,2,6,1,5,1,3.22,-0.49,0.49,41.1,,,,,
FF,2025-06-21,95.5,-0.88,5.88,"Schwarber, Kyle",656941,656288,,foul,,,,,6,Foul,R,L,R,PHI,NYM,S,,,1,2,2025,-0.9,1.25,0.36826174664505900,2.765370505207810,,607208,,0,5,Bot,,,,,,,5.295322511122300,-138.93272099260700,-5.352083973310730,-12.90267745491780,31.393742978165200,-15.028589266400300,3.35,1.52,396,105.3,28,95,2216,6,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.47,,,,,,,,43,4,4-Seam Fastball,3,5,3,5,5,3,3,5,Infield shade,Standard,217,0,0,,,,0,105.3,-2,-2,0.358,0.358,29,32,29,32,3,2,6,1,5,1,1.26,0.9,-0.9,42.4,,,,,
CH,2025-06-21,89.4,-1.2,5.69,"Schwarber, Kyle",656941,656288,,ball,,,,,13,Ball,R,L,R,PHI,NYM,B,,,0,2,2025,-1.21,-0.14,-1.3291452016490300,1.5968157217861600,,607208,,0,5,Bot,,,,,,,2.2004502106873500,-130.22430309853800,-3.802464659212370,-14.220501841373900,26.351907959739300,-33.21549279145030,3.14,1.53,,,,88.8,1944,5.8,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.71,,,,,,,,43,3,Changeup,3,5,3,5,5,3,3,5,Infield shade,Standard,239,0.006,0.017,,,,-0.017,,-2,-2,0.352,0.352,29,32,29,32,3,2,6,1,5,1,2.98,1.21,-1.21,34.5,,,,,
CH,2025-06-21,87.8,-1.14,5.77,"Schwarber, Kyle",656941,656288,,foul,,,,,13,Foul,R,L,R,PHI,NYM,S,,,0,1,2025,-1.28,0.03,-0.9650006831095200,1.839034934673400,,607208,,0,5,Bot,,,,,,,3.0473638169963000,-127.82050848865200,-3.4425430970717600,-14.657432928425700,26.33092329989290,-31.378973124137800,3.35,1.52,,,,87,1727,5.8,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.72,,,,,,,,43,2,Changeup,3,5,3,5,5,3,3,5,Infield shade,Standard,240,-0.011,-0.071,78.8,7.8,,0.071,,-2,-2,0.363,0.363,29,32,29,32,3,2,6,1,5,1,2.93,1.28,-1.28,38.2,15.374071883266900,0.7120191088091780,31.257227871792200,47.08914835618180,29.402886580726200
SL,2025-06-21,87.3,-1.26,5.9,"Schwarber, Kyle",656941,656288,,swinging_strike,,,,,14,Swinging Strike,R,L,R,PHI,NYM,S,,,0,0,2025,0.17,-0.22,0.5664857339586860,1.3382690009656600,,607208,,0,5,Bot,,,,,,,4.01707174533442,-127.17168770251500,-4.396510574924990,1.0785338977081600,24.746921595627300,-33.9299308282224,3.35,1.52,,,,87,2668,5.9,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.55,,,,,,,,43,1,Slider,3,5,3,5,5,3,3,5,Infield shade,Standard,35,-0.009,-0.043,81.6,8.3,,0.043,,-2,-2,0.372,0.372,29,32,29,32,3,2,6,1,5,1,3.19,-0.17,0.17,47.8,22.015881389369400,-23.057041464760100,37.54349449955190,29.209277023700100,41.12397247076750
CH,2025-06-21,89.6,-1.53,5.71,"Schwarber, Kyle",656941,656288,field_out,hit_into_play,,,,,4,"Kyle Schwarber grounds out, second baseman Ronny Mauricio to first baseman Pete Alonso.",R,L,R,PHI,NYM,X,4,ground_ball,1,1,2025,-0.71,0.01,-0.6140069980784150,2.1651415908169600,,,,0,3,Bot,148.92,160.14,,,,,3.7446006161098100,-130.39245506883600,-2.774465921801440,-8.894318263600270,28.16786983864880,-31.62379354798610,3.35,1.52,4,89.5,-31,89.1,1191,6,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.45,0.053,0.049,0,1,0,0,2,26,3,Changeup,3,4,3,4,4,3,3,4,Infield shade,Standard,253,-0.027,-0.251,78.6,7.7,0.068,0.251,89.5,-1,-1,0.436,0.436,29,32,29,32,2,1,6,1,5,1,2.83,0.71,-0.71,34.6,11.624675581660700,1.3179971250481200,29.53320410958200,42.59357902293160,26.045743574494800
KC,2025-06-21,80,-1.63,5.79,"Schwarber, Kyle",656941,656288,,swinging_strike,,,,,8,Swinging Strike,R,L,R,PHI,NYM,S,,,1,0,2025,0.62,-0.31,-0.08954582399248880,2.006615749159720,,,,0,3,Bot,,,,,,,2.2229739682246800,-116.51624917470400,-0.9994490083791890,5.147085758042300,23.637061449454100,-35.02589355743840,3.35,1.52,,,,79.1,2572,5.8,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.7,,,,,,,,26,2,Knuckle Curve,3,4,3,4,4,3,3,4,Infield shade,Standard,41,-0.005,-0.05,77.2,8.8,,0.05,,-1,-1,0.441,0.441,29,32,29,32,2,1,6,1,5,1,3.89,-0.62,0.62,39.7,22.42369854404100,-53.28765814334310,30.10030777042210,38.34000229650520,61.05036938753790
FC,2025-06-21,88.7,-1.45,5.79,"Schwarber, Kyle",656941,656288,,ball,,,,,12,Ball,R,L,R,PHI,NYM,B,,,0,0,2025,0.42,0.93,0.8511514363827620,3.7418537599191000,,,,0,3,Bot,,,,,,,4.7237289470694000,-129.1553963850050,-0.9383615115078110,3.768804489426840,24.9136930433323,-21.712365913404000,3.22,1.51,,,,88.2,2465,5.7,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.75,,,,,,,,26,1,Cutter,3,4,3,4,4,3,3,4,Infield shade,Standard,196,0.004,0.041,,,,-0.041,,-1,-1,0.437,0.437,29,32,29,32,2,1,6,1,5,1,1.95,-0.42,0.42,46.4,,,,,
SI,2025-06-21,95.5,-1.7,5.86,"Schwarber, Kyle",656941,623211,single,hit_into_play,,,,,7,Kyle Schwarber singles on a ground ball to center fielder Tyrone Taylor.,R,L,R,PHI,NYM,X,8,ground_ball,2,1,2025,-1.51,0.5,-0.5691711524331230,1.7974548624612700,,,,0,7,Bot,145.77,96.32,,,,,6.279437607530730,-138.91306749903000,-6.123984368085400,-20.92437594865350,30.78748848612430,-24.56880330204070,3.35,1.52,86,94.2,5,94.3,2230,5.6,777423,682626,624413,682668,683146,596019,607043,621438,665742,54.91,0.501,0.462,0.9,1,1,0,4,61,4,Sinker,4,7,4,7,7,4,4,7,Infield shade,Standard,232,0.046,0.392,80.2,7.7,0.561,-0.392,94.2,-3,-3,0.133,0.133,35,32,36,32,1,3,2,1,3,1,2,1.51,-1.51,33.5,9.369130363760770,1.8911169086741300,32.57692814346110,41.456403284253700,31.125016924620800
CH,2025-06-21,92.2,-1.69,5.96,"Schwarber, Kyle",656941,623211,,ball,,,,,14,Ball,R,L,R,PHI,NYM,B,,,1,1,2025,-1.43,0.15,0.8723948684452120,0.2290507100920000,,,,0,7,Bot,,,,,,,9.482796888194340,-133.6576205949470,-8.924984748170730,-19.223210130612500,28.54720223863110,-28.56250099023830,3.29,1.52,,,,91,2090,5.7,777423,682626,624413,682668,683146,596019,607043,621438,665742,54.77,,,,,,,,61,3,Changeup,4,7,4,7,7,4,4,7,Infield shade,Standard,245,0.006,0.055,,,,-0.055,,-3,-3,0.127,0.127,35,32,36,32,1,3,2,1,3,1,2.55,1.43,-1.43,34.7,,,,,
SI,2025-06-21,95.9,-1.63,5.87,"Schwarber, Kyle",656941,623211,,called_strike,,,,,8,Called Strike,R,L,R,PHI,NYM,S,,,1,0,2025,-1.4,0.72,-0.19357490356224400,2.0318749692776300,,,,0,7,Bot,,,,,,,6.839873922145420,-139.5072233249070,-6.085962846467840,-19.773199600013100,30.11639274766640,-21.648518350054200,3.31,1.58,,,,94.6,2275,5.4,777423,682626,624413,682668,683146,596019,607043,621438,665742,55.06,,,,,,,,61,2,Sinker,4,7,4,7,7,4,4,7,Infield shade,Standard,230,-0.006,-0.05,,,,0.05,,-3,-3,0.133,0.133,35,32,36,32,1,3,2,1,3,1,1.76,1.4,-1.4,35.4,,,,,
FC,2025-06-21,91.6,-1.67,6,"Schwarber, Kyle",656941,623211,,ball,,,,,11,Ball,R,L,R,PHI,NYM,B,,,0,0,2025,0,0.73,-1.2910653090269000,3.2266065402357300,,,,0,7,Bot,,,,,,,0.9448432130658090,-133.47847035379300,-2.757795120946820,-0.1827122169060660,26.701299237518300,-23.01115564594170,3.42,1.59,,,,90.9,2236,5.6,777423,682626,624413,682668,683146,596019,607043,621438,665742,54.85,,,,,,,,61,1,Cutter,4,7,4,7,7,4,4,7,Infield shade,Standard,220,0.005,0.041,,,,-0.041,,-3,-3,0.128,0.128,35,32,36,32,1,3,2,1,3,1,1.96,0,0,36.4,,,,,
FC,2025-06-21,91.7,-1.38,5.76,"Schwarber, Kyle",656941,656288,single,hit_into_play,,,,,12,Kyle Schwarber singles on a fly ball to right fielder Juan Soto.,R,L,R,PHI,NYM,X,9,fly_ball,0,1,2025,0.08,0.97,0.8428470231385380,3.4989623115096800,,,,1,1,Bot,176.34,121.69,,,,,5.377242399400100,-133.58152355279900,-2.0373605274752000,-0.0021600533231451500,24.14958745740740,-20.195646588154300,3.36,1.53,208,61.5,35,91.3,2479,5.6,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.89,0.534,0.481,0.9,1,1,0,4,8,2,Cutter,0,1,0,1,1,0,0,1,Infield shade,Standard,219,0.029,0.453,74.8,6.7,0.543,-0.453,88.0,-1,-1,0.421,0.421,29,32,29,32,1,0,6,1,5,1,1.7,-0.08,0.08,45.0,18.63903279204050,5.172034195672510,26.77098094982500,25.20124359236410,28.362506828358200
KC,2025-06-21,81.9,-1.68,5.85,"Schwarber, Kyle",656941,656288,,called_strike,,,,,1,Called Strike,R,L,R,PHI,NYM,S,,,0,0,2025,0.76,-0.79,-0.5034083854273620,2.851568228988740,,,,1,1,Bot,,,,,,,1.1731768218086300,-119.2597350340530,1.2607144534251600,7.052446776962360,22.701799352085400,-40.19125145087640,3.26,1.52,,,,80.9,2593,5.5,777423,682626,624413,677595,683146,596019,607043,643446,665742,54.97,,,,,,,,8,1,Knuckle Curve,0,1,0,1,1,0,0,1,Infield shade,Standard,39,-0.003,-0.039,,,,0.039,,-1,-1,0.424,0.424,29,32,29,32,1,0,6,1,5,1,4.18,-0.76,0.76,42.8,,,,,
FC,2025-06-20,90.6,-1.79,6.35,"Schwarber, Kyle",656941,694918,walk,ball,,,,,6,Kyle Schwarber walks.,R,L,R,PHI,NYM,B,,,3,1,2025,0.44,0.67,0.786646242324972,2.25806745616632,,,,2,3,Bot,,,,,,,5.540636884279790,-131.9285055722040,-5.813580305240270,4.089759391947850,25.425155722028500,-23.403680059211600,3.34,1.58,,,,91.7,2563,6.7,777437,620443,624413,643446,683146,596019,607043,621438,665742,53.78,,0.691497,0.7,1,0,0,,24,5,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,173,0.008,0.173,,,,-0.173,,0,0,0.518,0.518,24,32,24,32,2,1,47,1,7,1,2.09,-0.44,0.44,44.5,,,,,
SL,2025-06-20,88.7,-1.88,6.39,"Schwarber, Kyle",656941,694918,,ball,,,,,11,Ball,R,L,R,PHI,NYM,B,,,2,1,2025,0.48,0.13,-1.3412586131885400,2.860497335097470,,,,2,3,Bot,,,,,,,0.3016266631629310,-129.3287456089210,-2.9342997205599300,5.388576390516710,24.865944208739600,-30.35048301884480,3.41,1.5,,,,89.6,2512,6.6,777437,620443,624413,643446,683146,596019,607043,621438,665742,53.93,,,,,,,,24,4,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,149,0.005,0.117,,,,-0.117,,0,0,0.513,0.513,24,32,24,32,2,1,47,1,7,1,2.74,-0.48,0.48,43.1,,,,,
FF,2025-06-20,92.9,-1.91,6.21,"Schwarber, Kyle",656941,694918,,ball,,,,,13,Ball,R,L,R,PHI,NYM,B,,,1,1,2025,0.09,1.15,-0.055757581164147400,0.8279104793009710,,,,2,3,Bot,,,,,,,4.5945471429921,-135.0126913014570,-10.598162877686200,0.16224858990937500,27.209730538220400,-16.05503715531990,3.39,1.57,,,,93.8,2340,6.7,777437,620443,624413,643446,683146,596019,607043,621438,665742,53.81,,,,,,,,24,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,200,0.002,0.053,,,,-0.053,,0,0,0.511,0.511,24,32,24,32,2,1,47,1,7,1,1.48,-0.09,0.09,42.6,,,,,
FF,2025-06-20,95.5,-1.72,6.42,"Schwarber, Kyle",656941,694918,,called_strike,,,,,4,Called Strike,R,L,R,PHI,NYM,S,,,1,0,2025,-0.51,1.46,-0.43236023617523000,2.6409220868550100,,,,2,3,Bot,,,,,,,4.578375361540000,-138.87820160358400,-7.637855359108960,-7.704673870232510,32.27316267147440,-11.802488168639500,3.35,1.62,,,,96.1,2394,6.8,777437,620443,624413,643446,683146,596019,607043,621438,665742,53.73,,,,,,,,24,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,208,-0.002,-0.054,,,,0.054,,0,0,0.513,0.513,24,32,24,32,2,1,47,1,7,1,1.05,0.51,-0.51,44.2,,,,,
FF,2025-06-20,92.7,-1.85,6.24,"Schwarber, Kyle",656941,694918,,ball,,,,,14,Ball,R,L,R,PHI,NYM,B,,,0,0,2025,-0.06,1.2,1.3122356756431400,0.45389889642028300,,,,2,3,Bot,,,,,,,8.23399503657836,-134.3298021722660,-11.632483574502300,-2.4701027383511000,29.216900666604100,-15.239112111376800,3.38,1.6,,,,93.1,2296,6.7,777437,620443,624413,643446,683146,596019,607043,621438,665742,53.75,,,,,,,,24,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,194,0.001,0.037,,,,-0.037,,0,0,0.512,0.512,24,32,24,32,2,1,47,1,7,1,1.48,0.06,-0.06,41.5,,,,,
FC,2025-06-20,92,-1.28,5.81,"Schwarber, Kyle",656941,621057,force_out,hit_into_play,,,,,5,"Kyle Schwarber grounds into a force out, second baseman Jeff McNeil to shortstop Francisco Lindor. Trea Turner out at 2nd. Kyle Schwarber to 1st.",R,L,R,PHI,NYM,X,4,ground_ball,2,2,2025,0.3,0.78,-0.25530241010971200,2.5182727948471400,,,607208,0,8,Bot,155.58,154.56,,,,,1.9465925017453000,-134.02077195341000,-4.240742355368410,3.2078147385884400,27.2198601746679,-22.04244140022610,3.34,1.52,110,102.9,6,92,2342,6.1,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.42,0.628,0.582,0,1,0,0,4,71,5,Cutter,8,2,8,2,2,8,8,2,Infield shade,Standard,197,0,-0.294,80.7,7.4,0.711,0.294,102.9,6,6,0.998,0.998,31,32,31,32,1,4,2,1,,1,1.89,-0.3,0.3,,12.491511171028600,8.906258142715080,29.830731770550500,37.685789094925100,28.465143574503600
FF,2025-06-20,95.3,-1.42,5.72,"Schwarber, Kyle",656941,621057,,foul,,,,,11,Foul,R,L,R,PHI,NYM,S,,,2,1,2025,-0.71,1.4,-0.978750391376523,3.529335059993880,,,607208,0,8,Bot,,,,,,,2.7409130442181300,-138.7612228209960,-3.243377624687940,-9.805463872563960,31.504273118077400,-13.554251756964100,3.34,1.52,258,80.4,30,94.7,2252,6,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.54,,,,,,,,71,4,4-Seam Fastball,8,2,8,2,2,8,8,2,Infield shade,Standard,217,0,-0.078,75.7,7.6,,0.078,88.0,6,6,0.998,0.998,31,32,31,32,1,4,2,1,,1,1.11,0.71,-0.71,42.0,14.543184543088200,-3.2319326751363200,26.3307931328192,45.87530570355850,28.041057170874200
FS,2025-06-20,82.6,-1.47,5.73,"Schwarber, Kyle",656941,621057,,ball,,,,,11,Ball,R,L,R,PHI,NYM,B,,,1,1,2025,-0.13,-0.57,-1.482315417561270,3.445028137847280,,,607208,0,8,Bot,,,,,,,0.2178453818697100,-120.23901710156500,2.3438233151767300,-1.3262994055741100,22.9140107939821,-38.32639046698220,3.45,1.59,,,,81.9,884,5.8,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.72,,,,,,,,71,3,Split-Finger,8,2,8,2,2,8,8,2,Infield shade,Standard,291,0,0.044,,,,-0.044,,6,6,0.998,0.998,31,32,31,32,1,4,2,1,,1,3.9,0.13,-0.13,41.1,,,,,
FC,2025-06-20,90.1,-1.35,5.79,"Schwarber, Kyle",656941,621057,,foul,,,,,1,Foul,R,L,R,PHI,NYM,S,,,1,0,2025,0.36,0.62,-0.42571084809419900,2.963000613138070,,,607208,0,8,Bot,,,,,,,1.5285660357270200,-131.310460899336,-2.4206072949264400,3.819437402912780,26.566446242011000,-24.643765453987400,3.34,1.52,7,72.5,-25,89.8,2331,5.9,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.59,,,,,,,,71,2,Cutter,8,2,8,2,2,8,8,2,Infield shade,Standard,182,0,-0.048,79.1,8.3,,0.048,88.0,6,6,0.998,0.998,31,32,31,32,1,4,2,1,,1,2.16,-0.36,0.36,49.1,25.3253571419466,-21.25722683830690,26.52732699417070,40.32720943932220,38.35884780090390
FF,2025-06-20,94.2,-1.44,5.68,"Schwarber, Kyle",656941,621057,,ball,,,,,14,Ball,R,L,R,PHI,NYM,B,,,0,0,2025,-0.44,1.37,1.844663723791010,2.3362049750378500,,,607208,0,8,Bot,,,,,,,9.452504244618680,-136.8133529446080,-5.97251449353321,-7.631840061056910,30.5140360770313,-13.835759503031000,3.39,1.56,,,,93.6,2158,6.1,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.41,,,,,,,,71,1,4-Seam Fastball,8,2,8,2,2,8,8,2,Infield shade,Standard,218,0,0.04,,,,-0.04,,6,6,0.998,0.998,31,32,31,32,1,4,2,1,,1,1.21,0.44,-0.44,41.1,,,,,
FS,2025-06-20,89.3,-2.28,5.81,"Schwarber, Kyle",656941,657585,walk,blocked_ball,,,,,14,Kyle Schwarber walks.,R,L,R,PHI,NYM,B,,,3,2,2025,-1.07,-0.04,0.608371429939496,-0.5309462245568720,,607208,,0,7,Bot,,,,,,,9.282371151584430,-129.4565300931840,-9.426702375816640,-13.94900759958480,26.591093316730600,-30.837039435822600,3.28,1.52,,,,88.7,1580,6.1,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.42,,0.691497,0.7,1,0,0,,59,6,Split-Finger,3,2,3,2,2,3,3,2,Infield shade,Standard,241,0.013,0.265,,,,-0.265,,1,1,0.844,0.844,32,32,32,32,1,3,3,1,3,1,2.92,1.07,-1.07,32.9,,,,,
FS,2025-06-20,89.6,-2.26,5.86,"Schwarber, Kyle",656941,657585,,called_strike,,,,,9,Called Strike,R,L,R,PHI,NYM,S,,,3,1,2025,-1.03,0.19,0.47035611822897100,1.8779845427517900,,607208,,0,7,Bot,,,,,,,8.915960583582310,-130.16689320364800,-4.234015818652820,-13.618694524912900,26.883003953072100,-29.319161249659500,3.41,1.6,,,,89.6,1571,6.3,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.17,,,,,,,,59,5,Split-Finger,3,2,3,2,2,3,3,2,Standard,Standard,233,-0.004,-0.095,,,,0.095,,1,1,0.848,0.848,32,32,32,32,1,3,3,1,3,1,2.66,1.03,-1.03,35.8,,,,,
ST,2025-06-20,87.8,-2.52,5.65,"Schwarber, Kyle",656941,657585,,ball,,,,,13,Ball,R,L,R,PHI,NYM,B,,,2,1,2025,0.77,0.52,-1.2416027135387900,1.6382444185416300,,607208,,0,7,Bot,,,,,,,1.5008589545347700,-127.88776956607700,-4.666226785658360,8.172218087060000,26.65012406998600,-25.75337958260900,3.34,1.61,,,,87.7,2798,6.2,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.31,,,,,,,,59,4,Sweeper,3,2,3,2,2,3,3,2,Infield shade,Standard,79,0.004,0.115,,,,-0.115,,1,1,0.844,0.844,32,32,32,32,1,3,3,1,3,1,2.44,-0.77,0.77,34.2,,,,,
FC,2025-06-20,93.6,-2.23,5.79,"Schwarber, Kyle",656941,657585,,ball,,,,,12,Ball,R,L,R,PHI,NYM,B,,,1,1,2025,0.37,0.6,0.892089741710469,3.9613083119914900,,607208,,0,7,Bot,,,,,,,7.252021647396370,-136.2142034400670,-0.3323686052598700,3.1749524803805500,27.674774065634100,-24.781237810838200,3.41,1.56,,,,94.2,2600,6.5,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.03,,,,,,,,59,3,Cutter,3,2,3,2,2,3,3,2,Infield shade,Standard,179,0.004,0.045,,,,-0.045,,1,1,0.84,0.84,32,32,32,32,1,3,3,1,3,1,1.98,-0.37,0.37,34.5,,,,,
FS,2025-06-20,90.3,-2.33,5.73,"Schwarber, Kyle",656941,657585,,blocked_ball,,,,,14,Ball In Dirt,R,L,R,PHI,NYM,B,,,0,1,2025,-0.97,0.31,0.4772721413353700,0.5054708798986420,,607208,,0,7,Bot,,,,,,,9.02056285657507,-131.02540589259000,-7.635151542752090,-13.172072077833400,29.084686377096,-27.04274704870030,3.39,1.63,,,,89.8,1542,6.3,777437,620443,624413,643446,683146,596019,607043,621438,665742,54.23,,,,,,,,59,2,Split-Finger,3,2,3,2,2,3,3,2,Infield shade,Standard,238,0.003,0.026,,,,-0.026,,1,1,0.837,0.837,32,32,32,32,1,3,3,1,3,1,2.51,0.97,-0.97,32.8,,,,,
FS,2025-06-20,89.3,-2.24,5.91,"Schwarber, Kyle",656941,657585,,swinging_strike,,,,,4,Swinging Strike,R,L,R,PHI,NYM,S,,,0,0,2025,-0.89,0.07,-0.7631955270687030,2.248657945660200,,607208,,0,7,Bot,,,,,,,5.5827958624298200,-130.00088467495300,-3.1845721124815400,-11.198036894005800,26.619740213223800,-30.914346048170200,3.34,1.52,,,,90.6,1570,7,777437,620443,624413,643446,683146,596019,607043,621438,665742,53.52,,,,,,,,59,1,Split-Finger,3,2,3,2,2,3,3,2,Infield shade,Standard,236,-0.005,-0.043,79.0,8.2,,0.043,,1,1,0.842,0.842,32,32,32,32,1,3,3,1,3,1,2.78,0.89,-0.89,39.9,20.480124635532400,-11.540002104914200,27.439081801048500,43.537944140528200,37.5282598066339
